Region,School Year,Grade Level,Students
Region X - Northern Mindanao,2019-2020,Grade 12 (ABM),3203.0
Region XI - Davao Region,2019-2020,Grade 12 (ABM),2069.0
Region XII - Soccsksargen,2019-2020,Grade 12 (ABM),2861.0
CARAGA - CARAGA,2019-2020,Grade 12 (ABM),1808.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 12 (ABM),904.0
CAR - Cordillera Administrative Region,2019-2020,Grade 12 (ABM),987.0
NCR - National Capital Region,2019-2020,Grade 12 (ABM),7171.0
Region I - Ilocos Region,2020-2021,Grade 12 (ABM),5069.0
Region II - Cagayan Valley,2020-2021,Grade 12 (ABM),2964.0
Region III - Central Luzon,2020-2021,Grade 12 (ABM),10131.0
Region IV-A - CALABARZON,2020-2021,Grade 12 (ABM),13466.0
Region IV-B - MIMAROPA,2020-2021,Grade 12 (ABM),2541.0
Region V - Bicol Region,2020-2021,Grade 12 (ABM),4145.0
Region VI - Western Visayas,2020-2021,Grade 12 (ABM),6700.0
Region VII - Central Visayas,2020-2021,Grade 12 (ABM),4532.0
Region VIII - Eastern Visayas,2020-2021,Grade 12 (ABM),3574.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 12 (ABM),2177.0
Region X - Northern Mindanao,2020-2021,Grade 12 (ABM),3305.0
Region XI - Davao Region,2020-2021,Grade 12 (ABM),1845.0
Region XII - Soccsksargen,2020-2021,Grade 12 (ABM),2754.0
CARAGA - CARAGA,2020-2021,Grade 12 (ABM),1882.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 12 (ABM),782.0
CAR - Cordillera Administrative Region,2020-2021,Grade 12 (ABM),1135.0
NCR - National Capital Region,2020-2021,Grade 12 (ABM),7733.0
Region I - Ilocos Region,2017-2018,Grade 12 (ARTs & DESIGN),119.0
Region II - Cagayan Valley,2017-2018,Grade 12 (ARTs & DESIGN),72.0
Region III - Central Luzon,2017-2018,Grade 12 (ARTs & DESIGN),106.0
Region IV-A - CALABARZON,2017-2018,Grade 12 (ARTs & DESIGN),199.0
Region IV-B - MIMAROPA,2017-2018,Grade 12 (ARTs & DESIGN),225.0
Region V - Bicol Region,2017-2018,Grade 12 (ARTs & DESIGN),367.0
Region VI - Western Visayas,2017-2018,Grade 12 (ARTs & DESIGN),172.0
Region VII - Central Visayas,2017-2018,Grade 12 (ARTs & DESIGN),107.0
Region VIII - Eastern Visayas,2017-2018,Grade 12 (ARTs & DESIGN),28.0
Region IX - Zamboanga Peninsula,2017-2018,Grade 12 (ARTs & DESIGN),93.0
Region X - Northern Mindanao,2017-2018,Grade 12 (ARTs & DESIGN),109.0
Region XI - Davao Region,2017-2018,Grade 12 (ARTs & DESIGN),77.0
Region XII - Soccsksargen,2017-2018,Grade 12 (ARTs & DESIGN),120.0
CARAGA - CARAGA,2017-2018,Grade 12 (ARTs & DESIGN),39.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2017-2018,Grade 12 (ARTs & DESIGN),38.0
CAR - Cordillera Administrative Region,2017-2018,Grade 12 (ARTs & DESIGN),84.0
NCR - National Capital Region,2017-2018,Grade 12 (ARTs & DESIGN),246.0
Region I - Ilocos Region,2018-2019,Grade 12 (ARTs & DESIGN),180.0
Region II - Cagayan Valley,2018-2019,Grade 12 (ARTs & DESIGN),112.0
Region III - Central Luzon,2018-2019,Grade 12 (ARTs & DESIGN),108.0
Region IV-A - CALABARZON,2018-2019,Grade 12 (ARTs & DESIGN),256.0
Region IV-B - MIMAROPA,2018-2019,Grade 12 (ARTs & DESIGN),177.0
Region V - Bicol Region,2018-2019,Grade 12 (ARTs & DESIGN),411.0
Region VI - Western Visayas,2018-2019,Grade 12 (ARTs & DESIGN),130.0
Region VII - Central Visayas,2018-2019,Grade 12 (ARTs & DESIGN),197.0
Region VIII - Eastern Visayas,2018-2019,Grade 12 (ARTs & DESIGN),67.0
Region IX - Zamboanga Peninsula,2018-2019,Grade 12 (ARTs & DESIGN),37.0
Region X - Northern Mindanao,2018-2019,Grade 12 (ARTs & DESIGN),119.0
Region XI - Davao Region,2018-2019,Grade 12 (ARTs & DESIGN),126.0
Region XII - Soccsksargen,2018-2019,Grade 12 (ARTs & DESIGN),158.0
CARAGA - CARAGA,2018-2019,Grade 12 (ARTs & DESIGN),43.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2018-2019,Grade 12 (ARTs & DESIGN),65.0
CAR - Cordillera Administrative Region,2018-2019,Grade 12 (ARTs & DESIGN),56.0
NCR - National Capital Region,2018-2019,Grade 12 (ARTs & DESIGN),480.0
Region I - Ilocos Region,2019-2020,Grade 12 (ARTs & DESIGN),174.0
Region II - Cagayan Valley,2019-2020,Grade 12 (ARTs & DESIGN),142.0
Region III - Central Luzon,2019-2020,Grade 12 (ARTs & DESIGN),115.0
Region IV-A - CALABARZON,2019-2020,Grade 12 (ARTs & DESIGN),411.0
Region IV-B - MIMAROPA,2019-2020,Grade 12 (ARTs & DESIGN),184.0
Region V - Bicol Region,2019-2020,Grade 12 (ARTs & DESIGN),497.0
Region VI - Western Visayas,2019-2020,Grade 12 (ARTs & DESIGN),227.0
Region VII - Central Visayas,2019-2020,Grade 12 (ARTs & DESIGN),197.0
Region VIII - Eastern Visayas,2019-2020,Grade 12 (ARTs & DESIGN),37.0
Region IX - Zamboanga Peninsula,2019-2020,Grade 12 (ARTs & DESIGN),107.0
Region X - Northern Mindanao,2019-2020,Grade 12 (ARTs & DESIGN),139.0
Region XI - Davao Region,2019-2020,Grade 12 (ARTs & DESIGN),164.0
Region XII - Soccsksargen,2019-2020,Grade 12 (ARTs & DESIGN),243.0
CARAGA - CARAGA,2019-2020,Grade 12 (ARTs & DESIGN),77.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2019-2020,Grade 12 (ARTs & DESIGN),81.0
CAR - Cordillera Administrative Region,2019-2020,Grade 12 (ARTs & DESIGN),41.0
NCR - National Capital Region,2019-2020,Grade 12 (ARTs & DESIGN),561.0
Region I - Ilocos Region,2020-2021,Grade 12 (ARTs & DESIGN),227.0
Region II - Cagayan Valley,2020-2021,Grade 12 (ARTs & DESIGN),156.0
Region III - Central Luzon,2020-2021,Grade 12 (ARTs & DESIGN),107.0
Region IV-A - CALABARZON,2020-2021,Grade 12 (ARTs & DESIGN),481.0
Region IV-B - MIMAROPA,2020-2021,Grade 12 (ARTs & DESIGN),235.0
Region V - Bicol Region,2020-2021,Grade 12 (ARTs & DESIGN),521.0
Region VI - Western Visayas,2020-2021,Grade 12 (ARTs & DESIGN),228.0
Region VII - Central Visayas,2020-2021,Grade 12 (ARTs & DESIGN),335.0
Region VIII - Eastern Visayas,2020-2021,Grade 12 (ARTs & DESIGN),95.0
Region IX - Zamboanga Peninsula,2020-2021,Grade 12 (ARTs & DESIGN),151.0
Region X - Northern Mindanao,2020-2021,Grade 12 (ARTs & DESIGN),111.0
Region XI - Davao Region,2020-2021,Grade 12 (ARTs & DESIGN),88.0
Region XII - Soccsksargen,2020-2021,Grade 12 (ARTs & DESIGN),217.0
CARAGA - CARAGA,2020-2021,Grade 12 (ARTs & DESIGN),158.0
BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2020-2021,Grade 12 (ARTs & DESIGN),52.0
CAR - Cordillera Administrative Region,2020-2021,Grade 12 (ARTs & DESIGN),38.0
NCR - National Capital Region,2020-2021,Grade 12 (ARTs & DESIGN),527.0
